Wilayah Jawa Barat,Bulan_Tahun,Tahun,Kelompok Pengeluaran IHK,IHK Value
Kota Tasikmalaya,April-2020,2020,"Informasi, Komunikasi & Jasa Keuangan",100.37
Kota Tasikmalaya,April-2020,2020,"Rekreasi, Olahraga & Budaya",106.19
Kota Tasikmalaya,April-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,April-2020,2020,Penyediaan Makanan & Minuman - Restoran,102.37
Kota Tasikmalaya,April-2020,2020,Perawatan Pribadi & Jasa Lainnya,111.16
Kota Tasikmalaya,March-2020,2020,Umum,102.78
Kota Tasikmalaya,March-2020,2020,"Makanan, Minuman & Tembakau",104.02
Kota Tasikmalaya,March-2020,2020,Pakaian & Alas Kaki,105.07
Kota Tasikmalaya,March-2020,2020,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",100.75
Kota Tasikmalaya,March-2020,2020,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",101.7
Kota Tasikmalaya,March-2020,2020,Kesehatan,106.66
Kota Tasikmalaya,March-2020,2020,Transportasi,99.92
Kota Tasikmalaya,March-2020,2020,"Informasi, Komunikasi & Jasa Keuangan",100.69
Kota Tasikmalaya,March-2020,2020,"Rekreasi, Olahraga & Budaya",106.19
Kota Tasikmalaya,March-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,March-2020,2020,Penyediaan Makanan & Minuman - Restoran,102.37
Kota Tasikmalaya,March-2020,2020,Perawatan Pribadi & Jasa Lainnya,108.27
Kota Tasikmalaya,February-2020,2020,Umum,102.46
Kota Tasikmalaya,February-2020,2020,"Makanan, Minuman & Tembakau",103.22
Kota Tasikmalaya,February-2020,2020,Pakaian & Alas Kaki,105.07
Kota Tasikmalaya,February-2020,2020,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",100.75
Kota Tasikmalaya,February-2020,2020,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",101.65
Kota Tasikmalaya,February-2020,2020,Kesehatan,106.66
Kota Tasikmalaya,February-2020,2020,Transportasi,99.92
Kota Tasikmalaya,February-2020,2020,"Informasi, Komunikasi & Jasa Keuangan",100.69
Kota Tasikmalaya,February-2020,2020,"Rekreasi, Olahraga & Budaya",106.19
Kota Tasikmalaya,February-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,February-2020,2020,Penyediaan Makanan & Minuman - Restoran,102.37
Kota Tasikmalaya,February-2020,2020,Perawatan Pribadi & Jasa Lainnya,106.48
Kota Tasikmalaya,January-2020,2020,Umum,102.13
Kota Tasikmalaya,January-2020,2020,"Makanan, Minuman & Tembakau",102.39
Kota Tasikmalaya,January-2020,2020,Pakaian & Alas Kaki,104.88
Kota Tasikmalaya,January-2020,2020,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",100.71
Kota Tasikmalaya,January-2020,2020,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",101.65
Kota Tasikmalaya,January-2020,2020,Kesehatan,103.94
Kota Tasikmalaya,January-2020,2020,Transportasi,100.27
Kota Tasikmalaya,January-2020,2020,"Informasi, Komunikasi & Jasa Keuangan",100.69
Kota Tasikmalaya,January-2020,2020,"Rekreasi, Olahraga & Budaya",106.15
Kota Tasikmalaya,January-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,January-2020,2020,Penyediaan Makanan & Minuman - Restoran,102.37
Kota Tasikmalaya,January-2020,2020,Perawatan Pribadi & Jasa Lainnya,106.42
Kota Bogor,December-2021,2021,Umum,109.19
Kota Bogor,December-2021,2021,"Makanan, Minuman & Tembakau",110.4
Kota Bogor,December-2021,2021,Pakaian & Alas Kaki,109.53
Kota Bogor,December-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.43
Kota Bogor,December-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",116.62
Kota Bogor,December-2021,2021,Kesehatan,104.89
Kota Bogor,December-2021,2021,Transportasi,104.81
Kota Bogor,December-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",99.89
Kota Bogor,December-2021,2021,"Rekreasi, Olahraga & Budaya",109.14
Kota Bogor,December-2021,2021,Pendidikan,120.79
Kota Bogor,December-2021,2021,Penyediaan Makanan & Minuman - Restoran,118.68
Kota Bogor,December-2021,2021,Perawatan Pribadi & Jasa Lainnya,117.36
Kota Bogor,November-2021,2021,Umum,108.58
Kota Bogor,November-2021,2021,"Makanan, Minuman & Tembakau",108.0
Kota Bogor,November-2021,2021,Pakaian & Alas Kaki,109.85
Kota Bogor,November-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.41
Kota Bogor,November-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",116.34
Kota Bogor,November-2021,2021,Kesehatan,104.76
Kota Bogor,November-2021,2021,Transportasi,104.85
Kota Bogor,November-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.09
Kota Bogor,November-2021,2021,"Rekreasi, Olahraga & Budaya",108.77
Kota Bogor,November-2021,2021,Pendidikan,120.79
Kota Bogor,November-2021,2021,Penyediaan Makanan & Minuman - Restoran,118.68
Kota Bogor,November-2021,2021,Perawatan Pribadi & Jasa Lainnya,116.83
Kota Bogor,October-2021,2021,Umum,108.3
Kota Bogor,October-2021,2021,"Makanan, Minuman & Tembakau",107.42
Kota Bogor,October-2021,2021,Pakaian & Alas Kaki,108.7
Kota Bogor,October-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.35
Kota Bogor,October-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",116.15
Kota Bogor,October-2021,2021,Kesehatan,103.76
Kota Bogor,October-2021,2021,Transportasi,104.83
Kota Bogor,October-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.09
Kota Bogor,October-2021,2021,"Rekreasi, Olahraga & Budaya",108.77
Kota Bogor,October-2021,2021,Pendidikan,120.79
Kota Bogor,October-2021,2021,Penyediaan Makanan & Minuman - Restoran,118.32
Kota Bogor,October-2021,2021,Perawatan Pribadi & Jasa Lainnya,116.85
Kota Bogor,September-2021,2021,Umum,108.21
Kota Bogor,September-2021,2021,"Makanan, Minuman & Tembakau",107.41
Kota Bogor,September-2021,2021,Pakaian & Alas Kaki,107.95
Kota Bogor,September-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.28
Kota Bogor,September-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",115.91
Kota Bogor,September-2021,2021,Kesehatan,103.79
Kota Bogor,September-2021,2021,Transportasi,104.91
Kota Bogor,September-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.05
Kota Bogor,September-2021,2021,"Rekreasi, Olahraga & Budaya",108.15
Kota Bogor,September-2021,2021,Pendidikan,120.79
Kota Bogor,September-2021,2021,Penyediaan Makanan & Minuman - Restoran,118.32
Kota Bogor,September-2021,2021,Perawatan Pribadi & Jasa Lainnya,116.37
Kota Bogor,August-2021,2021,Umum,108.32
Kota Bogor,August-2021,2021,"Makanan, Minuman & Tembakau",108.03
Kota Bogor,August-2021,2021,Pakaian & Alas Kaki,107.49
Kota Bogor,August-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.27
Kota Bogor,August-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",115.65
Kota Bogor,August-2021,2021,Kesehatan,103.91
Kota Bogor,August-2021,2021,Transportasi,104.78
Kota Bogor,August-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.1
Kota Bogor,August-2021,2021,"Rekreasi, Olahraga & Budaya",107.55
Kota Bogor,August-2021,2021,Pendidikan,120.79
Kota Bogor,August-2021,2021,Penyediaan Makanan & Minuman - Restoran,118.29
Kota Bogor,August-2021,2021,Perawatan Pribadi & Jasa Lainnya,116.62
Kota Bogor,July-2021,2021,Umum,108.23
Kota Bogor,July-2021,2021,"Makanan, Minuman & Tembakau",108.55
Kota Bogor,July-2021,2021,Pakaian & Alas Kaki,107.02
Kota Bogor,July-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.2
Kota Bogor,July-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",115.45
Kota Bogor,July-2021,2021,Kesehatan,104.01
Kota Bogor,July-2021,2021,Transportasi,104.78
Kota Bogor,July-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.1
Kota Bogor,July-2021,2021,"Rekreasi, Olahraga & Budaya",107.75
Kota Bogor,July-2021,2021,Pendidikan,118.58
Kota Bogor,July-2021,2021,Penyediaan Makanan & Minuman - Restoran,118.29
Kota Bogor,July-2021,2021,Perawatan Pribadi & Jasa Lainnya,116.03
Kota Bogor,June-2021,2021,Umum,108.15
Kota Bogor,June-2021,2021,"Makanan, Minuman & Tembakau",108.56
Kota Bogor,June-2021,2021,Pakaian & Alas Kaki,106.91
Kota Bogor,June-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.07
Kota Bogor,June-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",115.44
Kota Bogor,June-2021,2021,Kesehatan,103.99
Kota Bogor,June-2021,2021,Transportasi,104.78
Kota Bogor,June-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.09
Kota Bogor,June-2021,2021,"Rekreasi, Olahraga & Budaya",107.75
Kota Bogor,June-2021,2021,Pendidikan,118.58
Kota Bogor,June-2021,2021,Penyediaan Makanan & Minuman - Restoran,117.87
Kota Bogor,June-2021,2021,Perawatan Pribadi & Jasa Lainnya,115.74
Kota Bogor,May-2021,2021,Umum,108.33
Kota Bogor,May-2021,2021,"Makanan, Minuman & Tembakau",109.91
Kota Bogor,May-2021,2021,Pakaian & Alas Kaki,106.22
Kota Bogor,May-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.02
Kota Bogor,May-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",115.69
Kota Bogor,May-2021,2021,Kesehatan,103.92
Kota Bogor,May-2021,2021,Transportasi,104.78
Kota Bogor,May-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.09
Kota Bogor,May-2021,2021,"Rekreasi, Olahraga & Budaya",107.52
Kota Bogor,May-2021,2021,Pendidikan,118.58
Kota Bogor,May-2021,2021,Penyediaan Makanan & Minuman - Restoran,117.09
Kota Bogor,May-2021,2021,Perawatan Pribadi & Jasa Lainnya,114.99
Kota Bogor,April-2021,2021,Umum,107.9
Kota Bogor,April-2021,2021,"Makanan, Minuman & Tembakau",109.51
Kota Bogor,April-2021,2021,Pakaian & Alas Kaki,105.04
Kota Bogor,April-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.02
Kota Bogor,April-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",115.47
Kota Bogor,April-2021,2021,Kesehatan,104.52
Kota Bogor,April-2021,2021,Transportasi,104.76
Kota Bogor,April-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.09
Kota Bogor,April-2021,2021,"Rekreasi, Olahraga & Budaya",107.42
Kota Bogor,April-2021,2021,Pendidikan,118.58
Kota Bogor,April-2021,2021,Penyediaan Makanan & Minuman - Restoran,114.42
Kota Bogor,April-2021,2021,Perawatan Pribadi & Jasa Lainnya,114.45
Kota Bogor,March-2021,2021,Umum,107.64
Kota Bogor,March-2021,2021,"Makanan, Minuman & Tembakau",108.85
Kota Bogor,March-2021,2021,Pakaian & Alas Kaki,103.92
Kota Bogor,March-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.02
Kota Bogor,March-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",115.13
Kota Bogor,March-2021,2021,Kesehatan,105.13
Kota Bogor,March-2021,2021,Transportasi,104.82
Kota Bogor,March-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.09
Kota Bogor,March-2021,2021,"Rekreasi, Olahraga & Budaya",106.1
Kota Bogor,March-2021,2021,Pendidikan,118.58
Kota Bogor,March-2021,2021,Penyediaan Makanan & Minuman - Restoran,114.42
Kota Bogor,March-2021,2021,Perawatan Pribadi & Jasa Lainnya,113.81
Kota Bogor,February-2021,2021,Umum,107.58
Kota Bogor,February-2021,2021,"Makanan, Minuman & Tembakau",108.61
Kota Bogor,February-2021,2021,Pakaian & Alas Kaki,103.81
Kota Bogor,February-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",102.01
Kota Bogor,February-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",115.07
Kota Bogor,February-2021,2021,Kesehatan,105.29
Kota Bogor,February-2021,2021,Transportasi,104.82
Kota Bogor,February-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.06
Kota Bogor,February-2021,2021,"Rekreasi, Olahraga & Budaya",106.06
Kota Bogor,February-2021,2021,Pendidikan,118.58
Kota Bogor,February-2021,2021,Penyediaan Makanan & Minuman - Restoran,113.87
Kota Bogor,February-2021,2021,Perawatan Pribadi & Jasa Lainnya,115.3
Kota Bogor,January-2021,2021,Umum,107.32
Kota Bogor,January-2021,2021,"Makanan, Minuman & Tembakau",107.92
Kota Bogor,January-2021,2021,Pakaian & Alas Kaki,102.91
Kota Bogor,January-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",101.98
Kota Bogor,January-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",114.81
Kota Bogor,January-2021,2021,Kesehatan,104.98
Kota Bogor,January-2021,2021,Transportasi,104.82
Kota Bogor,January-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",100.4
Kota Bogor,January-2021,2021,"Rekreasi, Olahraga & Budaya",106.36
Kota Bogor,January-2021,2021,Pendidikan,118.58
Kota Bogor,January-2021,2021,Penyediaan Makanan & Minuman - Restoran,113.55
Kota Bogor,January-2021,2021,Perawatan Pribadi & Jasa Lainnya,114.85
Kota Sukabumi,December-2021,2021,Umum,107.46
Kota Sukabumi,December-2021,2021,"Makanan, Minuman & Tembakau",109.12
Kota Sukabumi,December-2021,2021,Pakaian & Alas Kaki,114.12
Kota Sukabumi,December-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",105.22
Kota Sukabumi,December-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",104.26
Kota Sukabumi,December-2021,2021,Kesehatan,105.0
Kota Sukabumi,December-2021,2021,Transportasi,105.95
Kota Sukabumi,December-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",96.99
Kota Sukabumi,December-2021,2021,"Rekreasi, Olahraga & Budaya",103.75
Kota Sukabumi,December-2021,2021,Pendidikan,110.35
Kota Sukabumi,December-2021,2021,Penyediaan Makanan & Minuman - Restoran,108.94
Kota Sukabumi,December-2021,2021,Perawatan Pribadi & Jasa Lainnya,114.78
Kota Sukabumi,November-2021,2021,Umum,107.1
Kota Sukabumi,November-2021,2021,"Makanan, Minuman & Tembakau",108.06
Kota Sukabumi,November-2021,2021,Pakaian & Alas Kaki,114.38
Kota Sukabumi,November-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",105.22
Kota Sukabumi,November-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",104.08
Kota Sukabumi,November-2021,2021,Kesehatan,104.76
Kota Sukabumi,November-2021,2021,Transportasi,105.95
Kota Sukabumi,November-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",97.23
Kota Sukabumi,November-2021,2021,"Rekreasi, Olahraga & Budaya",103.75
Kota Sukabumi,November-2021,2021,Pendidikan,110.35
Kota Sukabumi,November-2021,2021,Penyediaan Makanan & Minuman - Restoran,108.94
Kota Sukabumi,November-2021,2021,Perawatan Pribadi & Jasa Lainnya,113.77
Kota Sukabumi,October-2021,2021,Umum,106.49
Kota Sukabumi,October-2021,2021,"Makanan, Minuman & Tembakau",106.61
Kota Sukabumi,October-2021,2021,Pakaian & Alas Kaki,114.39
Kota Sukabumi,October-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",105.17
Kota Sukabumi,October-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",103.61
Kota Sukabumi,October-2021,2021,Kesehatan,104.53
Kota Sukabumi,October-2021,2021,Transportasi,105.74
Kota Sukabumi,October-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",97.55
Kota Sukabumi,October-2021,2021,"Rekreasi, Olahraga & Budaya",103.75
Kota Sukabumi,October-2021,2021,Pendidikan,110.35
Kota Sukabumi,October-2021,2021,Penyediaan Makanan & Minuman - Restoran,107.87
Kota Sukabumi,October-2021,2021,Perawatan Pribadi & Jasa Lainnya,113.41
Kota Sukabumi,September-2021,2021,Umum,106.45
Kota Sukabumi,September-2021,2021,"Makanan, Minuman & Tembakau",106.97
Kota Sukabumi,September-2021,2021,Pakaian & Alas Kaki,114.39
Kota Sukabumi,September-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.73
Kota Sukabumi,September-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",103.36
Kota Sukabumi,September-2021,2021,Kesehatan,104.53
Kota Sukabumi,September-2021,2021,Transportasi,105.43
Kota Sukabumi,September-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",98.09
Kota Sukabumi,September-2021,2021,"Rekreasi, Olahraga & Budaya",103.75
Kota Sukabumi,September-2021,2021,Pendidikan,110.35
Kota Sukabumi,September-2021,2021,Penyediaan Makanan & Minuman - Restoran,107.48
Kota Sukabumi,September-2021,2021,Perawatan Pribadi & Jasa Lainnya,113.29
Kota Sukabumi,August-2021,2021,Umum,106.56
Kota Sukabumi,August-2021,2021,"Makanan, Minuman & Tembakau",107.4
Kota Sukabumi,August-2021,2021,Pakaian & Alas Kaki,114.41
Kota Sukabumi,August-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.71
Kota Sukabumi,August-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",103.36
Kota Sukabumi,August-2021,2021,Kesehatan,104.56
Kota Sukabumi,August-2021,2021,Transportasi,105.22
Kota Sukabumi,August-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",98.09
Kota Sukabumi,August-2021,2021,"Rekreasi, Olahraga & Budaya",103.75
Kota Sukabumi,August-2021,2021,Pendidikan,110.35
Kota Sukabumi,August-2021,2021,Penyediaan Makanan & Minuman - Restoran,107.48
Kota Sukabumi,August-2021,2021,Perawatan Pribadi & Jasa Lainnya,113.35
Kota Sukabumi,July-2021,2021,Umum,106.59
Kota Sukabumi,July-2021,2021,"Makanan, Minuman & Tembakau",107.35
Kota Sukabumi,July-2021,2021,Pakaian & Alas Kaki,114.41
Kota Sukabumi,July-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.71
Kota Sukabumi,July-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",102.97
Kota Sukabumi,July-2021,2021,Kesehatan,104.55
Kota Sukabumi,July-2021,2021,Transportasi,105.22
Kota Sukabumi,July-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",98.47
Kota Sukabumi,July-2021,2021,"Rekreasi, Olahraga & Budaya",103.75
Kota Sukabumi,July-2021,2021,Pendidikan,110.9
Kota Sukabumi,July-2021,2021,Penyediaan Makanan & Minuman - Restoran,107.48
Kota Sukabumi,July-2021,2021,Perawatan Pribadi & Jasa Lainnya,113.61
Kota Sukabumi,June-2021,2021,Umum,106.48
Kota Sukabumi,June-2021,2021,"Makanan, Minuman & Tembakau",107.11
Kota Sukabumi,June-2021,2021,Pakaian & Alas Kaki,114.56
Kota Sukabumi,June-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.71
Kota Sukabumi,June-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",102.87
Kota Sukabumi,June-2021,2021,Kesehatan,104.48
Kota Sukabumi,June-2021,2021,Transportasi,104.79
Kota Sukabumi,June-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",98.1
Kota Sukabumi,June-2021,2021,"Rekreasi, Olahraga & Budaya",103.62
Kota Sukabumi,June-2021,2021,Pendidikan,110.9
Kota Sukabumi,June-2021,2021,Penyediaan Makanan & Minuman - Restoran,107.48
Kota Sukabumi,June-2021,2021,Perawatan Pribadi & Jasa Lainnya,114.42
Kota Sukabumi,May-2021,2021,Umum,106.61
Kota Sukabumi,May-2021,2021,"Makanan, Minuman & Tembakau",107.42
Kota Sukabumi,May-2021,2021,Pakaian & Alas Kaki,114.47
Kota Sukabumi,May-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.71
Kota Sukabumi,May-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",103.19
Kota Sukabumi,May-2021,2021,Kesehatan,104.62
Kota Sukabumi,May-2021,2021,Transportasi,104.9
Kota Sukabumi,May-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",98.65
Kota Sukabumi,May-2021,2021,"Rekreasi, Olahraga & Budaya",103.17
Kota Sukabumi,May-2021,2021,Pendidikan,110.9
Kota Sukabumi,May-2021,2021,Penyediaan Makanan & Minuman - Restoran,107.48
Kota Sukabumi,May-2021,2021,Perawatan Pribadi & Jasa Lainnya,114.07
Kota Sukabumi,April-2021,2021,Umum,106.51
Kota Sukabumi,April-2021,2021,"Makanan, Minuman & Tembakau",107.39
Kota Sukabumi,April-2021,2021,Pakaian & Alas Kaki,114.5
Kota Sukabumi,April-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.55
Kota Sukabumi,April-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",103.08
Kota Sukabumi,April-2021,2021,Kesehatan,104.61
Kota Sukabumi,April-2021,2021,Transportasi,104.67
Kota Sukabumi,April-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",98.99
Kota Sukabumi,April-2021,2021,"Rekreasi, Olahraga & Budaya",103.17
Kota Sukabumi,April-2021,2021,Pendidikan,110.9
Kota Sukabumi,April-2021,2021,Penyediaan Makanan & Minuman - Restoran,107.0
Kota Sukabumi,April-2021,2021,Perawatan Pribadi & Jasa Lainnya,114.16
Kota Sukabumi,March-2021,2021,Umum,106.19
Kota Sukabumi,March-2021,2021,"Makanan, Minuman & Tembakau",106.43
Kota Sukabumi,March-2021,2021,Pakaian & Alas Kaki,114.28
Kota Sukabumi,March-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.48
Kota Sukabumi,March-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",103.02
Kota Sukabumi,March-2021,2021,Kesehatan,104.49
Kota Sukabumi,March-2021,2021,Transportasi,104.67
Kota Sukabumi,March-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",99.33
Kota Sukabumi,March-2021,2021,"Rekreasi, Olahraga & Budaya",103.17
Kota Sukabumi,March-2021,2021,Pendidikan,110.9
Kota Sukabumi,March-2021,2021,Penyediaan Makanan & Minuman - Restoran,107.0
Kota Sukabumi,March-2021,2021,Perawatan Pribadi & Jasa Lainnya,113.8
Kota Sukabumi,February-2021,2021,Umum,105.99
Kota Sukabumi,February-2021,2021,"Makanan, Minuman & Tembakau",105.95
Kota Sukabumi,February-2021,2021,Pakaian & Alas Kaki,113.91
Kota Sukabumi,February-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.48
Kota Sukabumi,February-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",102.83
Kota Sukabumi,February-2021,2021,Kesehatan,104.68
Kota Sukabumi,February-2021,2021,Transportasi,104.66
Kota Sukabumi,February-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",99.33
Kota Sukabumi,February-2021,2021,"Rekreasi, Olahraga & Budaya",103.19
Kota Sukabumi,February-2021,2021,Pendidikan,110.9
Kota Sukabumi,February-2021,2021,Penyediaan Makanan & Minuman - Restoran,106.76
Kota Sukabumi,February-2021,2021,Perawatan Pribadi & Jasa Lainnya,113.69
Kota Sukabumi,January-2021,2021,Umum,105.92
Kota Sukabumi,January-2021,2021,"Makanan, Minuman & Tembakau",105.71
Kota Sukabumi,January-2021,2021,Pakaian & Alas Kaki,113.89
Kota Sukabumi,January-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.48
Kota Sukabumi,January-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",102.86
Kota Sukabumi,January-2021,2021,Kesehatan,104.5
Kota Sukabumi,January-2021,2021,Transportasi,104.66
Kota Sukabumi,January-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",99.62
Kota Sukabumi,January-2021,2021,"Rekreasi, Olahraga & Budaya",103.19
Kota Sukabumi,January-2021,2021,Pendidikan,110.9
Kota Sukabumi,January-2021,2021,Penyediaan Makanan & Minuman - Restoran,106.76
Kota Sukabumi,January-2021,2021,Perawatan Pribadi & Jasa Lainnya,113.63
Kota Bandung,December-2021,2021,Umum,107.43
Kota Bandung,December-2021,2021,"Makanan, Minuman & Tembakau",112.21
Kota Bandung,December-2021,2021,Pakaian & Alas Kaki,107.58
Kota Bandung,December-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.59
Kota Bandung,December-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",112.55
Kota Bandung,December-2021,2021,Kesehatan,112.26
Kota Bandung,December-2021,2021,Transportasi,100.77
Kota Bandung,December-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",99.46
Kota Bandung,December-2021,2021,"Rekreasi, Olahraga & Budaya",104.23
Kota Bandung,December-2021,2021,Pendidikan,106.1
Kota Bandung,December-2021,2021,Penyediaan Makanan & Minuman - Restoran,106.3
Kota Bandung,December-2021,2021,Perawatan Pribadi & Jasa Lainnya,115.91
Kota Bandung,November-2021,2021,Umum,106.95
Kota Bandung,November-2021,2021,"Makanan, Minuman & Tembakau",110.63
Kota Bandung,November-2021,2021,Pakaian & Alas Kaki,106.97
Kota Bandung,November-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.58
Kota Bandung,November-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",112.18
Kota Bandung,November-2021,2021,Kesehatan,112.16
Kota Bandung,November-2021,2021,Transportasi,100.72
Kota Bandung,November-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",99.58
Kota Bandung,November-2021,2021,"Rekreasi, Olahraga & Budaya",104.22
Kota Bandung,November-2021,2021,Pendidikan,106.1
Kota Bandung,November-2021,2021,Penyediaan Makanan & Minuman - Restoran,106.3
Kota Bandung,November-2021,2021,Perawatan Pribadi & Jasa Lainnya,115.64
Kota Bandung,October-2021,2021,Umum,106.8
Kota Bandung,October-2021,2021,"Makanan, Minuman & Tembakau",110.26
Kota Bandung,October-2021,2021,Pakaian & Alas Kaki,106.95
Kota Bandung,October-2021,2021,"Perumahan, Air, Listrik & Bahan Bakar Rumah Tangga",104.52
Kota Bandung,October-2021,2021,"Perlengkapan, Peralatan & Pemeliharaan Rutin Rumah Tangga",111.86
Kota Bandung,October-2021,2021,Kesehatan,112.17
Kota Bandung,October-2021,2021,Transportasi,100.67
Kota Bandung,October-2021,2021,"Informasi, Komunikasi & Jasa Keuangan",99.58
Kota Bandung,October-2021,2021,"Rekreasi, Olahraga & Budaya",104.24
