Wilayah Jawa Barat,Bulan_Tahun,Tahun,Kelompok Pengeluaran IHK,IHK Value
Kota Cirebon,April-2020,2020,Kesehatan,111.13
Kota Cirebon,April-2020,2020,Transportasi,104.69
Kota Cirebon,April-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.82
Kota Cirebon,April-2020,2020,"Rekreasi, Olahraga dan Budaya",106.1
Kota Cirebon,April-2020,2020,Pendidikan,112.08
Kota Cirebon,April-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,107.88
Kota Cirebon,April-2020,2020,Perawatan Pribadi da Jasa Lainnya,114.03
Kota Cirebon,March-2020,2020,Umum,106.29
Kota Cirebon,March-2020,2020,"Makanan, Minuman dan Tembakau",108.61
Kota Cirebon,March-2020,2020,Pakaian dan Alas Kaki,109.41
Kota Cirebon,March-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.43
Kota Cirebon,March-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",104.67
Kota Cirebon,March-2020,2020,Kesehatan,109.94
Kota Cirebon,March-2020,2020,Transportasi,104.68
Kota Cirebon,March-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.86
Kota Cirebon,March-2020,2020,"Rekreasi, Olahraga dan Budaya",106.07
Kota Cirebon,March-2020,2020,Pendidikan,112.08
Kota Cirebon,March-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,107.33
Kota Cirebon,March-2020,2020,Perawatan Pribadi da Jasa Lainnya,112.96
Kota Cirebon,February-2020,2020,Umum,105.88
Kota Cirebon,February-2020,2020,"Makanan, Minuman dan Tembakau",107.82
Kota Cirebon,February-2020,2020,Pakaian dan Alas Kaki,108.92
Kota Cirebon,February-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.17
Kota Cirebon,February-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",104.34
Kota Cirebon,February-2020,2020,Kesehatan,108.55
Kota Cirebon,February-2020,2020,Transportasi,104.68
Kota Cirebon,February-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.86
Kota Cirebon,February-2020,2020,"Rekreasi, Olahraga dan Budaya",106.08
Kota Cirebon,February-2020,2020,Pendidikan,112.08
Kota Cirebon,February-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,107.05
Kota Cirebon,February-2020,2020,Perawatan Pribadi da Jasa Lainnya,111.13
Kota Cirebon,January-2020,2020,Umum,105.48
Kota Cirebon,January-2020,2020,"Makanan, Minuman dan Tembakau",106.52
Kota Cirebon,January-2020,2020,Pakaian dan Alas Kaki,108.22
Kota Cirebon,January-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.04
Kota Cirebon,January-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",104.26
Kota Cirebon,January-2020,2020,Kesehatan,108.55
Kota Cirebon,January-2020,2020,Transportasi,104.87
Kota Cirebon,January-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.76
Kota Cirebon,January-2020,2020,"Rekreasi, Olahraga dan Budaya",106.07
Kota Cirebon,January-2020,2020,Pendidikan,112.08
Kota Cirebon,January-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,106.64
Kota Cirebon,January-2020,2020,Perawatan Pribadi da Jasa Lainnya,110.26
Kota Depok,December-2020,2020,Umum,106.41
Kota Depok,December-2020,2020,"Makanan, Minuman dan Tembakau",108.8
Kota Depok,December-2020,2020,Pakaian dan Alas Kaki,101.05
Kota Depok,December-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.22
Kota Depok,December-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.64
Kota Depok,December-2020,2020,Kesehatan,104.66
Kota Depok,December-2020,2020,Transportasi,104.79
Kota Depok,December-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.19
Kota Depok,December-2020,2020,"Rekreasi, Olahraga dan Budaya",107.02
Kota Depok,December-2020,2020,Pendidikan,110.12
Kota Depok,December-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,112.96
Kota Depok,December-2020,2020,Perawatan Pribadi da Jasa Lainnya,110.08
Kota Depok,November-2020,2020,Umum,106.03
Kota Depok,November-2020,2020,"Makanan, Minuman dan Tembakau",107.01
Kota Depok,November-2020,2020,Pakaian dan Alas Kaki,101.05
Kota Depok,November-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.26
Kota Depok,November-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.65
Kota Depok,November-2020,2020,Kesehatan,104.62
Kota Depok,November-2020,2020,Transportasi,104.96
Kota Depok,November-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.19
Kota Depok,November-2020,2020,"Rekreasi, Olahraga dan Budaya",106.96
Kota Depok,November-2020,2020,Pendidikan,110.12
Kota Depok,November-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,112.96
Kota Depok,November-2020,2020,Perawatan Pribadi da Jasa Lainnya,110.38
Kota Depok,October-2020,2020,Umum,105.69
Kota Depok,October-2020,2020,"Makanan, Minuman dan Tembakau",105.83
Kota Depok,October-2020,2020,Pakaian dan Alas Kaki,101.02
Kota Depok,October-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.28
Kota Depok,October-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.52
Kota Depok,October-2020,2020,Kesehatan,104.43
Kota Depok,October-2020,2020,Transportasi,104.7
Kota Depok,October-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.19
Kota Depok,October-2020,2020,"Rekreasi, Olahraga dan Budaya",106.86
Kota Depok,October-2020,2020,Pendidikan,110.12
Kota Depok,October-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,112.91
Kota Depok,October-2020,2020,Perawatan Pribadi da Jasa Lainnya,110.35
Kota Depok,September-2020,2020,Umum,105.54
Kota Depok,September-2020,2020,"Makanan, Minuman dan Tembakau",105.13
Kota Depok,September-2020,2020,Pakaian dan Alas Kaki,101.02
Kota Depok,September-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.34
Kota Depok,September-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.64
Kota Depok,September-2020,2020,Kesehatan,104.43
Kota Depok,September-2020,2020,Transportasi,104.7
Kota Depok,September-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.19
Kota Depok,September-2020,2020,"Rekreasi, Olahraga dan Budaya",106.86
Kota Depok,September-2020,2020,Pendidikan,110.12
Kota Depok,September-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,112.79
Kota Depok,September-2020,2020,Perawatan Pribadi da Jasa Lainnya,110.59
Kota Depok,August-2020,2020,Umum,105.52
Kota Depok,August-2020,2020,"Makanan, Minuman dan Tembakau",105.18
Kota Depok,August-2020,2020,Pakaian dan Alas Kaki,101.0
Kota Depok,August-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.33
Kota Depok,August-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.45
Kota Depok,August-2020,2020,Kesehatan,104.53
Kota Depok,August-2020,2020,Transportasi,104.7
Kota Depok,August-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.19
Kota Depok,August-2020,2020,"Rekreasi, Olahraga dan Budaya",106.86
Kota Depok,August-2020,2020,Pendidikan,110.12
Kota Depok,August-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,112.48
Kota Depok,August-2020,2020,Perawatan Pribadi da Jasa Lainnya,110.75
Kota Depok,July-2020,2020,Umum,105.6
Kota Depok,July-2020,2020,"Makanan, Minuman dan Tembakau",106.55
Kota Depok,July-2020,2020,Pakaian dan Alas Kaki,101.0
Kota Depok,July-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.31
Kota Depok,July-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.39
Kota Depok,July-2020,2020,Kesehatan,104.48
Kota Depok,July-2020,2020,Transportasi,104.62
Kota Depok,July-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.21
Kota Depok,July-2020,2020,"Rekreasi, Olahraga dan Budaya",106.48
Kota Depok,July-2020,2020,Pendidikan,108.47
Kota Depok,July-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,112.1
Kota Depok,July-2020,2020,Perawatan Pribadi da Jasa Lainnya,109.17
Kota Depok,June-2020,2020,Umum,105.77
Kota Depok,June-2020,2020,"Makanan, Minuman dan Tembakau",108.34
Kota Depok,June-2020,2020,Pakaian dan Alas Kaki,101.01
Kota Depok,June-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.31
Kota Depok,June-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.11
Kota Depok,June-2020,2020,Kesehatan,104.48
Kota Depok,June-2020,2020,Transportasi,103.55
Kota Depok,June-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.21
Kota Depok,June-2020,2020,"Rekreasi, Olahraga dan Budaya",106.48
Kota Depok,June-2020,2020,Pendidikan,108.29
Kota Depok,June-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,112.06
Kota Depok,June-2020,2020,Perawatan Pribadi da Jasa Lainnya,107.99
Kota Depok,May-2020,2020,Umum,105.66
Kota Depok,May-2020,2020,"Makanan, Minuman dan Tembakau",108.09
Kota Depok,May-2020,2020,Pakaian dan Alas Kaki,101.01
Kota Depok,May-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.87
Kota Depok,May-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",109.85
Kota Depok,May-2020,2020,Kesehatan,104.55
Kota Depok,May-2020,2020,Transportasi,102.86
Kota Depok,May-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.38
Kota Depok,May-2020,2020,"Rekreasi, Olahraga dan Budaya",106.56
Kota Depok,May-2020,2020,Pendidikan,108.26
Kota Depok,May-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,111.64
Kota Depok,May-2020,2020,Perawatan Pribadi da Jasa Lainnya,107.78
Kota Depok,April-2020,2020,Umum,105.84
Kota Depok,April-2020,2020,"Makanan, Minuman dan Tembakau",108.96
Kota Depok,April-2020,2020,Pakaian dan Alas Kaki,101.01
Kota Depok,April-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.7
Kota Depok,April-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",109.76
Kota Depok,April-2020,2020,Kesehatan,104.55
Kota Depok,April-2020,2020,Transportasi,102.86
Kota Depok,April-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.38
Kota Depok,April-2020,2020,"Rekreasi, Olahraga dan Budaya",106.56
Kota Depok,April-2020,2020,Pendidikan,108.26
Kota Depok,April-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,111.64
Kota Depok,April-2020,2020,Perawatan Pribadi da Jasa Lainnya,107.94
Kota Depok,March-2020,2020,Umum,105.82
Kota Depok,March-2020,2020,"Makanan, Minuman dan Tembakau",109.21
Kota Depok,March-2020,2020,Pakaian dan Alas Kaki,101.01
Kota Depok,March-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.59
Kota Depok,March-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",109.76
Kota Depok,March-2020,2020,Kesehatan,104.55
Kota Depok,March-2020,2020,Transportasi,102.86
Kota Depok,March-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.38
Kota Depok,March-2020,2020,"Rekreasi, Olahraga dan Budaya",106.56
Kota Depok,March-2020,2020,Pendidikan,108.26
Kota Depok,March-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,111.64
Kota Depok,March-2020,2020,Perawatan Pribadi da Jasa Lainnya,106.74
Kota Depok,February-2020,2020,Umum,105.44
Kota Depok,February-2020,2020,"Makanan, Minuman dan Tembakau",108.1
Kota Depok,February-2020,2020,Pakaian dan Alas Kaki,100.89
Kota Depok,February-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.59
Kota Depok,February-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",109.42
Kota Depok,February-2020,2020,Kesehatan,104.31
Kota Depok,February-2020,2020,Transportasi,102.83
Kota Depok,February-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.38
Kota Depok,February-2020,2020,"Rekreasi, Olahraga dan Budaya",106.56
Kota Depok,February-2020,2020,Pendidikan,108.26
Kota Depok,February-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,111.21
Kota Depok,February-2020,2020,Perawatan Pribadi da Jasa Lainnya,105.8
Kota Depok,January-2020,2020,Umum,105.18
Kota Depok,January-2020,2020,"Makanan, Minuman dan Tembakau",107.34
Kota Depok,January-2020,2020,Pakaian dan Alas Kaki,100.88
Kota Depok,January-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",102.58
Kota Depok,January-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",109.22
Kota Depok,January-2020,2020,Kesehatan,102.78
Kota Depok,January-2020,2020,Transportasi,102.77
Kota Depok,January-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",98.51
Kota Depok,January-2020,2020,"Rekreasi, Olahraga dan Budaya",106.56
Kota Depok,January-2020,2020,Pendidikan,108.26
Kota Depok,January-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,111.21
Kota Depok,January-2020,2020,Perawatan Pribadi da Jasa Lainnya,105.57
Kota Tasikmalaya,December-2020,2020,Umum,103.6
Kota Tasikmalaya,December-2020,2020,"Makanan, Minuman dan Tembakau",104.96
Kota Tasikmalaya,December-2020,2020,Pakaian dan Alas Kaki,105.19
Kota Tasikmalaya,December-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.78
Kota Tasikmalaya,December-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.79
Kota Tasikmalaya,December-2020,2020,Kesehatan,107.42
Kota Tasikmalaya,December-2020,2020,Transportasi,101.89
Kota Tasikmalaya,December-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.35
Kota Tasikmalaya,December-2020,2020,"Rekreasi, Olahraga dan Budaya",105.8
Kota Tasikmalaya,December-2020,2020,Pendidikan,105.85
Kota Tasikmalaya,December-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.7
Kota Tasikmalaya,December-2020,2020,Perawatan Pribadi da Jasa Lainnya,112.13
Kota Tasikmalaya,November-2020,2020,Umum,103.33
Kota Tasikmalaya,November-2020,2020,"Makanan, Minuman dan Tembakau",103.93
Kota Tasikmalaya,November-2020,2020,Pakaian dan Alas Kaki,104.96
Kota Tasikmalaya,November-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.78
Kota Tasikmalaya,November-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.91
Kota Tasikmalaya,November-2020,2020,Kesehatan,107.72
Kota Tasikmalaya,November-2020,2020,Transportasi,101.95
Kota Tasikmalaya,November-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.35
Kota Tasikmalaya,November-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,November-2020,2020,Pendidikan,105.85
Kota Tasikmalaya,November-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.7
Kota Tasikmalaya,November-2020,2020,Perawatan Pribadi da Jasa Lainnya,112.66
Kota Tasikmalaya,October-2020,2020,Umum,103.05
Kota Tasikmalaya,October-2020,2020,"Makanan, Minuman dan Tembakau",103.04
Kota Tasikmalaya,October-2020,2020,Pakaian dan Alas Kaki,104.82
Kota Tasikmalaya,October-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.79
Kota Tasikmalaya,October-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.87
Kota Tasikmalaya,October-2020,2020,Kesehatan,107.73
Kota Tasikmalaya,October-2020,2020,Transportasi,101.95
Kota Tasikmalaya,October-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.35
Kota Tasikmalaya,October-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,October-2020,2020,Pendidikan,105.85
Kota Tasikmalaya,October-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.7
Kota Tasikmalaya,October-2020,2020,Perawatan Pribadi da Jasa Lainnya,112.7
Kota Tasikmalaya,September-2020,2020,Umum,102.91
Kota Tasikmalaya,September-2020,2020,"Makanan, Minuman dan Tembakau",102.49
Kota Tasikmalaya,September-2020,2020,Pakaian dan Alas Kaki,104.79
Kota Tasikmalaya,September-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.8
Kota Tasikmalaya,September-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.86
Kota Tasikmalaya,September-2020,2020,Kesehatan,107.76
Kota Tasikmalaya,September-2020,2020,Transportasi,101.95
Kota Tasikmalaya,September-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.35
Kota Tasikmalaya,September-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,September-2020,2020,Pendidikan,105.85
Kota Tasikmalaya,September-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.7
Kota Tasikmalaya,September-2020,2020,Perawatan Pribadi da Jasa Lainnya,113.25
Kota Tasikmalaya,August-2020,2020,Umum,102.95
Kota Tasikmalaya,August-2020,2020,"Makanan, Minuman dan Tembakau",103.08
Kota Tasikmalaya,August-2020,2020,Pakaian dan Alas Kaki,104.79
Kota Tasikmalaya,August-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.8
Kota Tasikmalaya,August-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.86
Kota Tasikmalaya,August-2020,2020,Kesehatan,107.57
Kota Tasikmalaya,August-2020,2020,Transportasi,101.93
Kota Tasikmalaya,August-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.37
Kota Tasikmalaya,August-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,August-2020,2020,Pendidikan,102.69
Kota Tasikmalaya,August-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.37
Kota Tasikmalaya,August-2020,2020,Perawatan Pribadi da Jasa Lainnya,113.5
Kota Tasikmalaya,July-2020,2020,Umum,103.22
Kota Tasikmalaya,July-2020,2020,"Makanan, Minuman dan Tembakau",104.27
Kota Tasikmalaya,July-2020,2020,Pakaian dan Alas Kaki,105.07
Kota Tasikmalaya,July-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.8
Kota Tasikmalaya,July-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.88
Kota Tasikmalaya,July-2020,2020,Kesehatan,108.21
Kota Tasikmalaya,July-2020,2020,Transportasi,101.95
Kota Tasikmalaya,July-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.37
Kota Tasikmalaya,July-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,July-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,July-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.37
Kota Tasikmalaya,July-2020,2020,Perawatan Pribadi da Jasa Lainnya,111.25
Kota Tasikmalaya,June-2020,2020,Umum,103.09
Kota Tasikmalaya,June-2020,2020,"Makanan, Minuman dan Tembakau",104.02
Kota Tasikmalaya,June-2020,2020,Pakaian dan Alas Kaki,105.07
Kota Tasikmalaya,June-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.8
Kota Tasikmalaya,June-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.71
Kota Tasikmalaya,June-2020,2020,Kesehatan,107.08
Kota Tasikmalaya,June-2020,2020,Transportasi,102.23
Kota Tasikmalaya,June-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.37
Kota Tasikmalaya,June-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,June-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,June-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.37
Kota Tasikmalaya,June-2020,2020,Perawatan Pribadi da Jasa Lainnya,110.4
Kota Tasikmalaya,May-2020,2020,Umum,102.94
Kota Tasikmalaya,May-2020,2020,"Makanan, Minuman dan Tembakau",104.06
Kota Tasikmalaya,May-2020,2020,Pakaian dan Alas Kaki,105.04
Kota Tasikmalaya,May-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.8
Kota Tasikmalaya,May-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.7
Kota Tasikmalaya,May-2020,2020,Kesehatan,106.78
Kota Tasikmalaya,May-2020,2020,Transportasi,100.31
Kota Tasikmalaya,May-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.37
Kota Tasikmalaya,May-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,May-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,May-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.37
Kota Tasikmalaya,May-2020,2020,Perawatan Pribadi da Jasa Lainnya,110.77
Kota Tasikmalaya,April-2020,2020,Umum,102.91
Kota Tasikmalaya,April-2020,2020,"Makanan, Minuman dan Tembakau",104.07
Kota Tasikmalaya,April-2020,2020,Pakaian dan Alas Kaki,105.04
Kota Tasikmalaya,April-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.75
Kota Tasikmalaya,April-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.7
Kota Tasikmalaya,April-2020,2020,Kesehatan,106.57
Kota Tasikmalaya,April-2020,2020,Transportasi,99.92
Kota Tasikmalaya,April-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.37
Kota Tasikmalaya,April-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,April-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,April-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.37
Kota Tasikmalaya,April-2020,2020,Perawatan Pribadi da Jasa Lainnya,111.16
Kota Tasikmalaya,March-2020,2020,Umum,102.78
Kota Tasikmalaya,March-2020,2020,"Makanan, Minuman dan Tembakau",104.02
Kota Tasikmalaya,March-2020,2020,Pakaian dan Alas Kaki,105.07
Kota Tasikmalaya,March-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.75
Kota Tasikmalaya,March-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.7
Kota Tasikmalaya,March-2020,2020,Kesehatan,106.66
Kota Tasikmalaya,March-2020,2020,Transportasi,99.92
Kota Tasikmalaya,March-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.69
Kota Tasikmalaya,March-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,March-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,March-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.37
Kota Tasikmalaya,March-2020,2020,Perawatan Pribadi da Jasa Lainnya,108.27
Kota Tasikmalaya,February-2020,2020,Umum,102.46
Kota Tasikmalaya,February-2020,2020,"Makanan, Minuman dan Tembakau",103.22
Kota Tasikmalaya,February-2020,2020,Pakaian dan Alas Kaki,105.07
Kota Tasikmalaya,February-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.75
Kota Tasikmalaya,February-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.65
Kota Tasikmalaya,February-2020,2020,Kesehatan,106.66
Kota Tasikmalaya,February-2020,2020,Transportasi,99.92
Kota Tasikmalaya,February-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.69
Kota Tasikmalaya,February-2020,2020,"Rekreasi, Olahraga dan Budaya",106.19
Kota Tasikmalaya,February-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,February-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.37
Kota Tasikmalaya,February-2020,2020,Perawatan Pribadi da Jasa Lainnya,106.48
Kota Tasikmalaya,January-2020,2020,Umum,102.13
Kota Tasikmalaya,January-2020,2020,"Makanan, Minuman dan Tembakau",102.39
Kota Tasikmalaya,January-2020,2020,Pakaian dan Alas Kaki,104.88
Kota Tasikmalaya,January-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",100.71
Kota Tasikmalaya,January-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",101.65
Kota Tasikmalaya,January-2020,2020,Kesehatan,103.94
Kota Tasikmalaya,January-2020,2020,Transportasi,100.27
Kota Tasikmalaya,January-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",100.69
Kota Tasikmalaya,January-2020,2020,"Rekreasi, Olahraga dan Budaya",106.15
Kota Tasikmalaya,January-2020,2020,Pendidikan,102.19
Kota Tasikmalaya,January-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,102.37
Kota Tasikmalaya,January-2020,2020,Perawatan Pribadi da Jasa Lainnya,106.42
Kab Bandung,December-2020,2020,Umum,0.0
Kab Bandung,December-2020,2020,"Makanan, Minuman dan Tembakau",0.0
Kab Bandung,December-2020,2020,Pakaian dan Alas Kaki,0.0
Kab Bandung,December-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",0.0
Kab Bandung,December-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",0.0
Kab Bandung,December-2020,2020,Kesehatan,0.0
Kab Bandung,December-2020,2020,Transportasi,0.0
Kab Bandung,December-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",0.0
Kab Bandung,December-2020,2020,"Rekreasi, Olahraga dan Budaya",0.0
Kab Bandung,December-2020,2020,Pendidikan,0.0
Kab Bandung,December-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,0.0
Kab Bandung,December-2020,2020,Perawatan Pribadi da Jasa Lainnya,0.0
Kab Bandung,November-2020,2020,Umum,0.0
Kab Bandung,November-2020,2020,"Makanan, Minuman dan Tembakau",0.0
Kab Bandung,November-2020,2020,Pakaian dan Alas Kaki,0.0
Kab Bandung,November-2020,2020,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",0.0
Kab Bandung,November-2020,2020,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",0.0
Kab Bandung,November-2020,2020,Kesehatan,0.0
Kab Bandung,November-2020,2020,Transportasi,0.0
Kab Bandung,November-2020,2020,"Informasi, Komunikasi dan Jasa Keuangan",0.0
Kab Bandung,November-2020,2020,"Rekreasi, Olahraga dan Budaya",0.0
Kab Bandung,November-2020,2020,Pendidikan,0.0
Kab Bandung,November-2020,2020,Penyediaan Makanan dan Minuman/ Restoran,0.0
Kab Bandung,November-2020,2020,Perawatan Pribadi da Jasa Lainnya,0.0
Kab Bandung,October-2020,2020,Umum,0.0
