Wilayah Jawa Barat,Bulan_Tahun,Tahun,Kelompok Pengeluaran IHK,IHK Value
Kab Subang,July-2021,2021,Kesehatan,0.0
Kab Subang,July-2021,2021,Transportasi,0.0
Kab Subang,July-2021,2021,"Informasi, Komunikasi dan Jasa Keuangan",0.0
Kab Subang,July-2021,2021,"Rekreasi, Olahraga dan Budaya",0.0
Kab Subang,July-2021,2021,Pendidikan,0.0
Kab Subang,July-2021,2021,Penyediaan Makanan dan Minuman/ Restoran,0.0
Kab Subang,July-2021,2021,Perawatan Pribadi da Jasa Lainnya,0.0
Kab Subang,June-2021,2021,Umum,0.0
Kab Subang,June-2021,2021,"Makanan, Minuman dan Tembakau",0.0
Kab Subang,June-2021,2021,Pakaian dan Alas Kaki,0.0
Kab Subang,June-2021,2021,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",0.0
Kab Subang,June-2021,2021,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",0.0
Kab Subang,June-2021,2021,Kesehatan,0.0
Kab Subang,June-2021,2021,Transportasi,0.0
Kab Subang,June-2021,2021,"Informasi, Komunikasi dan Jasa Keuangan",0.0
Kab Subang,June-2021,2021,"Rekreasi, Olahraga dan Budaya",0.0
Kab Subang,June-2021,2021,Pendidikan,0.0
Kab Subang,June-2021,2021,Penyediaan Makanan dan Minuman/ Restoran,0.0
Kab Subang,June-2021,2021,Perawatan Pribadi da Jasa Lainnya,0.0
Kab Subang,May-2021,2021,Umum,0.0
Kab Subang,May-2021,2021,"Makanan, Minuman dan Tembakau",0.0
Kab Subang,May-2021,2021,Pakaian dan Alas Kaki,0.0
Kab Subang,May-2021,2021,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",0.0
Kab Subang,May-2021,2021,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",0.0
Kab Subang,May-2021,2021,Kesehatan,0.0
Kab Subang,May-2021,2021,Transportasi,0.0
Kab Subang,May-2021,2021,"Informasi, Komunikasi dan Jasa Keuangan",0.0
Kab Subang,May-2021,2021,"Rekreasi, Olahraga dan Budaya",0.0
Kab Subang,May-2021,2021,Pendidikan,0.0
Kab Subang,May-2021,2021,Penyediaan Makanan dan Minuman/ Restoran,0.0
Kab Subang,May-2021,2021,Perawatan Pribadi da Jasa Lainnya,0.0
Kab Subang,April-2021,2021,Umum,0.0
Kab Subang,April-2021,2021,"Makanan, Minuman dan Tembakau",0.0
Kab Subang,April-2021,2021,Pakaian dan Alas Kaki,0.0
Kab Subang,April-2021,2021,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",0.0
Kab Subang,April-2021,2021,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",0.0
Kab Subang,April-2021,2021,Kesehatan,0.0
Kab Subang,April-2021,2021,Transportasi,0.0
Kab Subang,April-2021,2021,"Informasi, Komunikasi dan Jasa Keuangan",0.0
Kab Subang,April-2021,2021,"Rekreasi, Olahraga dan Budaya",0.0
Kab Subang,April-2021,2021,Pendidikan,0.0
Kab Subang,April-2021,2021,Penyediaan Makanan dan Minuman/ Restoran,0.0
Kab Subang,April-2021,2021,Perawatan Pribadi da Jasa Lainnya,0.0
Kab Subang,March-2021,2021,Umum,0.0
Kab Subang,March-2021,2021,"Makanan, Minuman dan Tembakau",0.0
Kab Subang,March-2021,2021,Pakaian dan Alas Kaki,0.0
Kab Subang,March-2021,2021,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",0.0
Kab Subang,March-2021,2021,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",0.0
Kab Subang,March-2021,2021,Kesehatan,0.0
Kab Subang,March-2021,2021,Transportasi,0.0
Kab Subang,March-2021,2021,"Informasi, Komunikasi dan Jasa Keuangan",0.0
Kab Subang,March-2021,2021,"Rekreasi, Olahraga dan Budaya",0.0
Kab Subang,March-2021,2021,Pendidikan,0.0
Kab Subang,March-2021,2021,Penyediaan Makanan dan Minuman/ Restoran,0.0
Kab Subang,March-2021,2021,Perawatan Pribadi da Jasa Lainnya,0.0
Kab Subang,February-2021,2021,Umum,0.0
Kab Subang,February-2021,2021,"Makanan, Minuman dan Tembakau",0.0
Kab Subang,February-2021,2021,Pakaian dan Alas Kaki,0.0
Kab Subang,February-2021,2021,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",0.0
Kab Subang,February-2021,2021,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",0.0
Kab Subang,February-2021,2021,Kesehatan,0.0
Kab Subang,February-2021,2021,Transportasi,0.0
Kab Subang,February-2021,2021,"Informasi, Komunikasi dan Jasa Keuangan",0.0
Kab Subang,February-2021,2021,"Rekreasi, Olahraga dan Budaya",0.0
Kab Subang,February-2021,2021,Pendidikan,0.0
Kab Subang,February-2021,2021,Penyediaan Makanan dan Minuman/ Restoran,0.0
Kab Subang,February-2021,2021,Perawatan Pribadi da Jasa Lainnya,0.0
Kab Subang,January-2021,2021,Umum,0.0
Kab Subang,January-2021,2021,"Makanan, Minuman dan Tembakau",0.0
Kab Subang,January-2021,2021,Pakaian dan Alas Kaki,0.0
Kab Subang,January-2021,2021,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",0.0
Kab Subang,January-2021,2021,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",0.0
Kab Subang,January-2021,2021,Kesehatan,0.0
Kab Subang,January-2021,2021,Transportasi,0.0
Kab Subang,January-2021,2021,"Informasi, Komunikasi dan Jasa Keuangan",0.0
Kab Subang,January-2021,2021,"Rekreasi, Olahraga dan Budaya",0.0
Kab Subang,January-2021,2021,Pendidikan,0.0
Kab Subang,January-2021,2021,Penyediaan Makanan dan Minuman/ Restoran,0.0
Kab Subang,January-2021,2021,Perawatan Pribadi da Jasa Lainnya,0.0
Provinsi Jawa Barat,December-2022,2022,Umum,115.11
Provinsi Jawa Barat,December-2022,2022,"Makanan, Minuman dan Tembakau",118.91
Provinsi Jawa Barat,December-2022,2022,Pakaian dan Alas Kaki,110.36
Provinsi Jawa Barat,December-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",109.72
Provinsi Jawa Barat,December-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",115.45
Provinsi Jawa Barat,December-2022,2022,Kesehatan,113.85
Provinsi Jawa Barat,December-2022,2022,Transportasi,118.95
Provinsi Jawa Barat,December-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.9
Provinsi Jawa Barat,December-2022,2022,"Rekreasi, Olahraga dan Budaya",108.58
Provinsi Jawa Barat,December-2022,2022,Pendidikan,119.36
Provinsi Jawa Barat,December-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,118.94
Provinsi Jawa Barat,December-2022,2022,Perawatan Pribadi da Jasa Lainnya,123.96
Provinsi Jawa Barat,November-2022,2022,Umum,114.26
Provinsi Jawa Barat,November-2022,2022,"Makanan, Minuman dan Tembakau",117.53
Provinsi Jawa Barat,November-2022,2022,Pakaian dan Alas Kaki,110.24
Provinsi Jawa Barat,November-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.96
Provinsi Jawa Barat,November-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",115.21
Provinsi Jawa Barat,November-2022,2022,Kesehatan,113.7
Provinsi Jawa Barat,November-2022,2022,Transportasi,118.63
Provinsi Jawa Barat,November-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.88
Provinsi Jawa Barat,November-2022,2022,"Rekreasi, Olahraga dan Budaya",108.55
Provinsi Jawa Barat,November-2022,2022,Pendidikan,119.36
Provinsi Jawa Barat,November-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,118.71
Provinsi Jawa Barat,November-2022,2022,Perawatan Pribadi da Jasa Lainnya,123.34
Provinsi Jawa Barat,October-2022,2022,Umum,114.15
Provinsi Jawa Barat,October-2022,2022,"Makanan, Minuman dan Tembakau",117.4
Provinsi Jawa Barat,October-2022,2022,Pakaian dan Alas Kaki,109.92
Provinsi Jawa Barat,October-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.92
Provinsi Jawa Barat,October-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",115.1
Provinsi Jawa Barat,October-2022,2022,Kesehatan,113.34
Provinsi Jawa Barat,October-2022,2022,Transportasi,118.51
Provinsi Jawa Barat,October-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.84
Provinsi Jawa Barat,October-2022,2022,"Rekreasi, Olahraga dan Budaya",108.3
Provinsi Jawa Barat,October-2022,2022,Pendidikan,119.33
Provinsi Jawa Barat,October-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,118.67
Provinsi Jawa Barat,October-2022,2022,Perawatan Pribadi da Jasa Lainnya,122.93
Provinsi Jawa Barat,September-2022,2022,Umum,114.27
Provinsi Jawa Barat,September-2022,2022,"Makanan, Minuman dan Tembakau",118.69
Provinsi Jawa Barat,September-2022,2022,Pakaian dan Alas Kaki,109.7
Provinsi Jawa Barat,September-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.58
Provinsi Jawa Barat,September-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",114.89
Provinsi Jawa Barat,September-2022,2022,Kesehatan,113.09
Provinsi Jawa Barat,September-2022,2022,Transportasi,118.2
Provinsi Jawa Barat,September-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.84
Provinsi Jawa Barat,September-2022,2022,"Rekreasi, Olahraga dan Budaya",108.28
Provinsi Jawa Barat,September-2022,2022,Pendidikan,119.33
Provinsi Jawa Barat,September-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,118.29
Provinsi Jawa Barat,September-2022,2022,Perawatan Pribadi da Jasa Lainnya,122.84
Provinsi Jawa Barat,August-2022,2022,Umum,112.9
Provinsi Jawa Barat,August-2022,2022,"Makanan, Minuman dan Tembakau",119.2
Provinsi Jawa Barat,August-2022,2022,Pakaian dan Alas Kaki,109.57
Provinsi Jawa Barat,August-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.43
Provinsi Jawa Barat,August-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",114.65
Provinsi Jawa Barat,August-2022,2022,Kesehatan,113.0
Provinsi Jawa Barat,August-2022,2022,Transportasi,108.2
Provinsi Jawa Barat,August-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.91
Provinsi Jawa Barat,August-2022,2022,"Rekreasi, Olahraga dan Budaya",107.82
Provinsi Jawa Barat,August-2022,2022,Pendidikan,119.13
Provinsi Jawa Barat,August-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,117.45
Provinsi Jawa Barat,August-2022,2022,Perawatan Pribadi da Jasa Lainnya,122.6
Provinsi Jawa Barat,July-2022,2022,Umum,112.97
Provinsi Jawa Barat,July-2022,2022,"Makanan, Minuman dan Tembakau",121.48
Provinsi Jawa Barat,July-2022,2022,Pakaian dan Alas Kaki,109.26
Provinsi Jawa Barat,July-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",106.99
Provinsi Jawa Barat,July-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",114.43
Provinsi Jawa Barat,July-2022,2022,Kesehatan,112.91
Provinsi Jawa Barat,July-2022,2022,Transportasi,107.92
Provinsi Jawa Barat,July-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.89
Provinsi Jawa Barat,July-2022,2022,"Rekreasi, Olahraga dan Budaya",107.72
Provinsi Jawa Barat,July-2022,2022,Pendidikan,114.97
Provinsi Jawa Barat,July-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,117.21
Provinsi Jawa Barat,July-2022,2022,Perawatan Pribadi da Jasa Lainnya,122.1
Provinsi Jawa Barat,June-2022,2022,Umum,112.27
Provinsi Jawa Barat,June-2022,2022,"Makanan, Minuman dan Tembakau",119.67
Provinsi Jawa Barat,June-2022,2022,Pakaian dan Alas Kaki,108.91
Provinsi Jawa Barat,June-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",106.23
Provinsi Jawa Barat,June-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",114.31
Provinsi Jawa Barat,June-2022,2022,Kesehatan,112.9
Provinsi Jawa Barat,June-2022,2022,Transportasi,107.81
Provinsi Jawa Barat,June-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.88
Provinsi Jawa Barat,June-2022,2022,"Rekreasi, Olahraga dan Budaya",107.46
Provinsi Jawa Barat,June-2022,2022,Pendidikan,114.77
Provinsi Jawa Barat,June-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,117.04
Provinsi Jawa Barat,June-2022,2022,Perawatan Pribadi da Jasa Lainnya,121.65
Provinsi Jawa Barat,May-2022,2022,Umum,111.63
Provinsi Jawa Barat,May-2022,2022,"Makanan, Minuman dan Tembakau",117.43
Provinsi Jawa Barat,May-2022,2022,Pakaian dan Alas Kaki,108.95
Provinsi Jawa Barat,May-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",106.06
Provinsi Jawa Barat,May-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",113.85
Provinsi Jawa Barat,May-2022,2022,Kesehatan,112.87
Provinsi Jawa Barat,May-2022,2022,Transportasi,107.83
Provinsi Jawa Barat,May-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.88
Provinsi Jawa Barat,May-2022,2022,"Rekreasi, Olahraga dan Budaya",107.3
Provinsi Jawa Barat,May-2022,2022,Pendidikan,114.77
Provinsi Jawa Barat,May-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,116.8
Provinsi Jawa Barat,May-2022,2022,Perawatan Pribadi da Jasa Lainnya,121.32
Provinsi Jawa Barat,April-2022,2022,Umum,111.25
Provinsi Jawa Barat,April-2022,2022,"Makanan, Minuman dan Tembakau",116.13
Provinsi Jawa Barat,April-2022,2022,Pakaian dan Alas Kaki,108.91
Provinsi Jawa Barat,April-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",106.02
Provinsi Jawa Barat,April-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",113.56
Provinsi Jawa Barat,April-2022,2022,Kesehatan,112.73
Provinsi Jawa Barat,April-2022,2022,Transportasi,108.02
Provinsi Jawa Barat,April-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.86
Provinsi Jawa Barat,April-2022,2022,"Rekreasi, Olahraga dan Budaya",107.29
Provinsi Jawa Barat,April-2022,2022,Pendidikan,114.77
Provinsi Jawa Barat,April-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,116.23
Provinsi Jawa Barat,April-2022,2022,Perawatan Pribadi da Jasa Lainnya,121.02
Provinsi Jawa Barat,March-2022,2022,Umum,110.07
Provinsi Jawa Barat,March-2022,2022,"Makanan, Minuman dan Tembakau",113.48
Provinsi Jawa Barat,March-2022,2022,Pakaian dan Alas Kaki,108.58
Provinsi Jawa Barat,March-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",105.77
Provinsi Jawa Barat,March-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",112.59
Provinsi Jawa Barat,March-2022,2022,Kesehatan,112.46
Provinsi Jawa Barat,March-2022,2022,Transportasi,105.92
Provinsi Jawa Barat,March-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.83
Provinsi Jawa Barat,March-2022,2022,"Rekreasi, Olahraga dan Budaya",107.07
Provinsi Jawa Barat,March-2022,2022,Pendidikan,114.76
Provinsi Jawa Barat,March-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,115.6
Provinsi Jawa Barat,March-2022,2022,Perawatan Pribadi da Jasa Lainnya,119.54
Provinsi Jawa Barat,February-2022,2022,Umum,109.32
Provinsi Jawa Barat,February-2022,2022,"Makanan, Minuman dan Tembakau",111.67
Provinsi Jawa Barat,February-2022,2022,Pakaian dan Alas Kaki,108.25
Provinsi Jawa Barat,February-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",105.0
Provinsi Jawa Barat,February-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",112.06
Provinsi Jawa Barat,February-2022,2022,Kesehatan,112.22
Provinsi Jawa Barat,February-2022,2022,Transportasi,105.82
Provinsi Jawa Barat,February-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.81
Provinsi Jawa Barat,February-2022,2022,"Rekreasi, Olahraga dan Budaya",106.87
Provinsi Jawa Barat,February-2022,2022,Pendidikan,114.76
Provinsi Jawa Barat,February-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,115.48
Provinsi Jawa Barat,February-2022,2022,Perawatan Pribadi da Jasa Lainnya,118.09
Provinsi Jawa Barat,January-2022,2022,Umum,109.04
Provinsi Jawa Barat,January-2022,2022,"Makanan, Minuman dan Tembakau",112.1
Provinsi Jawa Barat,January-2022,2022,Pakaian dan Alas Kaki,107.84
Provinsi Jawa Barat,January-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",104.32
Provinsi Jawa Barat,January-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",111.26
Provinsi Jawa Barat,January-2022,2022,Kesehatan,112.11
Provinsi Jawa Barat,January-2022,2022,Transportasi,105.66
Provinsi Jawa Barat,January-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",98.84
Provinsi Jawa Barat,January-2022,2022,"Rekreasi, Olahraga dan Budaya",106.7
Provinsi Jawa Barat,January-2022,2022,Pendidikan,114.75
Provinsi Jawa Barat,January-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,114.59
Provinsi Jawa Barat,January-2022,2022,Perawatan Pribadi da Jasa Lainnya,116.96
Kota Bogor,December-2022,2022,Umum,115.54
Kota Bogor,December-2022,2022,"Makanan, Minuman dan Tembakau",116.65
Kota Bogor,December-2022,2022,Pakaian dan Alas Kaki,119.41
Kota Bogor,December-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",106.34
Kota Bogor,December-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",122.32
Kota Bogor,December-2022,2022,Kesehatan,109.93
Kota Bogor,December-2022,2022,Transportasi,119.36
Kota Bogor,December-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",100.29
Kota Bogor,December-2022,2022,"Rekreasi, Olahraga dan Budaya",112.1
Kota Bogor,December-2022,2022,Pendidikan,123.18
Kota Bogor,December-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,122.51
Kota Bogor,December-2022,2022,Perawatan Pribadi da Jasa Lainnya,131.48
Kota Bogor,November-2022,2022,Umum,114.98
Kota Bogor,November-2022,2022,"Makanan, Minuman dan Tembakau",114.89
Kota Bogor,November-2022,2022,Pakaian dan Alas Kaki,118.6
Kota Bogor,November-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",106.29
Kota Bogor,November-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",122.02
Kota Bogor,November-2022,2022,Kesehatan,108.85
Kota Bogor,November-2022,2022,Transportasi,119.32
Kota Bogor,November-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",100.29
Kota Bogor,November-2022,2022,"Rekreasi, Olahraga dan Budaya",112.1
Kota Bogor,November-2022,2022,Pendidikan,123.18
Kota Bogor,November-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,122.51
Kota Bogor,November-2022,2022,Perawatan Pribadi da Jasa Lainnya,130.78
Kota Bogor,October-2022,2022,Umum,114.75
Kota Bogor,October-2022,2022,"Makanan, Minuman dan Tembakau",115.11
Kota Bogor,October-2022,2022,Pakaian dan Alas Kaki,117.66
Kota Bogor,October-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",106.06
Kota Bogor,October-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",121.63
Kota Bogor,October-2022,2022,Kesehatan,109.63
Kota Bogor,October-2022,2022,Transportasi,118.73
Kota Bogor,October-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.92
Kota Bogor,October-2022,2022,"Rekreasi, Olahraga dan Budaya",110.46
Kota Bogor,October-2022,2022,Pendidikan,122.84
Kota Bogor,October-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,122.51
Kota Bogor,October-2022,2022,Perawatan Pribadi da Jasa Lainnya,129.83
Kota Bogor,September-2022,2022,Umum,114.64
Kota Bogor,September-2022,2022,"Makanan, Minuman dan Tembakau",115.54
Kota Bogor,September-2022,2022,Pakaian dan Alas Kaki,116.61
Kota Bogor,September-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",105.95
Kota Bogor,September-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",120.37
Kota Bogor,September-2022,2022,Kesehatan,109.41
Kota Bogor,September-2022,2022,Transportasi,118.44
Kota Bogor,September-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.88
Kota Bogor,September-2022,2022,"Rekreasi, Olahraga dan Budaya",110.46
Kota Bogor,September-2022,2022,Pendidikan,122.84
Kota Bogor,September-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,122.38
Kota Bogor,September-2022,2022,Perawatan Pribadi da Jasa Lainnya,129.47
Kota Bogor,August-2022,2022,Umum,113.3
Kota Bogor,August-2022,2022,"Makanan, Minuman dan Tembakau",116.27
Kota Bogor,August-2022,2022,Pakaian dan Alas Kaki,116.52
Kota Bogor,August-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",105.81
Kota Bogor,August-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",120.08
Kota Bogor,August-2022,2022,Kesehatan,109.4
Kota Bogor,August-2022,2022,Transportasi,107.4
Kota Bogor,August-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.88
Kota Bogor,August-2022,2022,"Rekreasi, Olahraga dan Budaya",110.34
Kota Bogor,August-2022,2022,Pendidikan,122.84
Kota Bogor,August-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,121.53
Kota Bogor,August-2022,2022,Perawatan Pribadi da Jasa Lainnya,129.29
Kota Bogor,July-2022,2022,Umum,113.81
Kota Bogor,July-2022,2022,"Makanan, Minuman dan Tembakau",119.94
Kota Bogor,July-2022,2022,Pakaian dan Alas Kaki,114.68
Kota Bogor,July-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",105.38
Kota Bogor,July-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",120.03
Kota Bogor,July-2022,2022,Kesehatan,109.38
Kota Bogor,July-2022,2022,Transportasi,106.81
Kota Bogor,July-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.86
Kota Bogor,July-2022,2022,"Rekreasi, Olahraga dan Budaya",110.43
Kota Bogor,July-2022,2022,Pendidikan,120.85
Kota Bogor,July-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,121.53
Kota Bogor,July-2022,2022,Perawatan Pribadi da Jasa Lainnya,129.3
Kota Bogor,June-2022,2022,Umum,113.19
Kota Bogor,June-2022,2022,"Makanan, Minuman dan Tembakau",118.45
Kota Bogor,June-2022,2022,Pakaian dan Alas Kaki,114.13
Kota Bogor,June-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",104.7
Kota Bogor,June-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",120.24
Kota Bogor,June-2022,2022,Kesehatan,109.34
Kota Bogor,June-2022,2022,Transportasi,106.43
Kota Bogor,June-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.79
Kota Bogor,June-2022,2022,"Rekreasi, Olahraga dan Budaya",110.25
Kota Bogor,June-2022,2022,Pendidikan,120.85
Kota Bogor,June-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,121.29
Kota Bogor,June-2022,2022,Perawatan Pribadi da Jasa Lainnya,129.14
Kota Bogor,May-2022,2022,Umum,112.35
Kota Bogor,May-2022,2022,"Makanan, Minuman dan Tembakau",115.61
Kota Bogor,May-2022,2022,Pakaian dan Alas Kaki,114.54
Kota Bogor,May-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",104.16
Kota Bogor,May-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",119.69
Kota Bogor,May-2022,2022,Kesehatan,109.41
Kota Bogor,May-2022,2022,Transportasi,106.42
Kota Bogor,May-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.81
Kota Bogor,May-2022,2022,"Rekreasi, Olahraga dan Budaya",110.11
Kota Bogor,May-2022,2022,Pendidikan,120.85
Kota Bogor,May-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,121.29
Kota Bogor,May-2022,2022,Perawatan Pribadi da Jasa Lainnya,128.98
Kota Bogor,April-2022,2022,Umum,111.74
Kota Bogor,April-2022,2022,"Makanan, Minuman dan Tembakau",113.8
Kota Bogor,April-2022,2022,Pakaian dan Alas Kaki,113.97
Kota Bogor,April-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",103.86
Kota Bogor,April-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",119.45
Kota Bogor,April-2022,2022,Kesehatan,108.95
Kota Bogor,April-2022,2022,Transportasi,106.37
Kota Bogor,April-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.77
Kota Bogor,April-2022,2022,"Rekreasi, Olahraga dan Budaya",110.11
Kota Bogor,April-2022,2022,Pendidikan,120.85
Kota Bogor,April-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,121.29
Kota Bogor,April-2022,2022,Perawatan Pribadi da Jasa Lainnya,128.14
Kota Bogor,March-2022,2022,Umum,110.98
Kota Bogor,March-2022,2022,"Makanan, Minuman dan Tembakau",112.19
Kota Bogor,March-2022,2022,Pakaian dan Alas Kaki,113.19
Kota Bogor,March-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",103.86
Kota Bogor,March-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",119.05
Kota Bogor,March-2022,2022,Kesehatan,108.84
Kota Bogor,March-2022,2022,Transportasi,104.97
Kota Bogor,March-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.77
Kota Bogor,March-2022,2022,"Rekreasi, Olahraga dan Budaya",109.47
Kota Bogor,March-2022,2022,Pendidikan,120.79
Kota Bogor,March-2022,2022,Penyediaan Makanan dan Minuman/ Restoran,121.29
Kota Bogor,March-2022,2022,Perawatan Pribadi da Jasa Lainnya,125.71
Kota Bogor,February-2022,2022,Umum,109.91
Kota Bogor,February-2022,2022,"Makanan, Minuman dan Tembakau",109.77
Kota Bogor,February-2022,2022,Pakaian dan Alas Kaki,111.85
Kota Bogor,February-2022,2022,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",103.18
Kota Bogor,February-2022,2022,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",118.2
Kota Bogor,February-2022,2022,Kesehatan,107.32
Kota Bogor,February-2022,2022,Transportasi,104.91
Kota Bogor,February-2022,2022,"Informasi, Komunikasi dan Jasa Keuangan",99.77
